Vivado Simulator 2018.2
Time resolution is 1 ps
T = 1481.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400060 | IR = 21ef0004
T = 1490.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400060 | IR = 21ef0004
T = 1500.0 ps | State = FETCH  | Next State = DECODE | PC = 00400060 | IR = 21ef0004
T = 1510.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400064 | IR = 21ce0004
T = 1521.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400064 | IR = 21ce0004
T = 1530.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400064 | IR = 21ce0004
T = 1540.0 ps | State = FETCH  | Next State = DECODE | PC = 00400064 | IR = 21ce0004
T = 1550.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400068 | IR = 21adffff
T = 1561.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400068 | IR = 21adffff
T = 1570.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400068 | IR = 21adffff
T = 1580.0 ps | State = FETCH  | Next State = DECODE | PC = 00400068 | IR = 21adffff
T = 1590.0 ps | State = DECODE | Next State = R-Type | PC = 0040006c | IR = 15a0fffa
T = 1601.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0040006c | IR = 15a0fffa
T = 1610.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0040006c | IR = 15a0fffa
T = 1620.0 ps | State = FETCH  | Next State = DECODE | PC = 00400054 | IR = 15a0fffa
T = 1630.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400058 | IR = 8df10000
T = 1640.0 ps | State = LW_1   | Next State = LW_2   | PC = 00400058 | IR = 8df10000
T = 1650.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00400058 | IR = 8df10000
T = 1660.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00400058 | IR = 8df10000
T = 1670.0 ps | State = FETCH  | Next State = DECODE | PC = 00400058 | IR = 8df10000
T = 1680.0 ps | State = DECODE | Next State =I/J-Type| PC = 0040005c | IR = add10000
T = 1690.0 ps | State = SW     | Next State = WB_mem | PC = 0040005c | IR = add10000
T = 1700.0 ps | State = WB_mem | Next State = FETCH  | PC = 0040005c | IR = add10000
T = 1710.0 ps | State = FETCH  | Next State = DECODE | PC = 0040005c | IR = add10000
T = 1720.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400060 | IR = 21ef0004
T = 1731.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400060 | IR = 21ef0004
T = 1740.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400060 | IR = 21ef0004
T = 1750.0 ps | State = FETCH  | Next State = DECODE | PC = 00400060 | IR = 21ef0004
T = 1760.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400064 | IR = 21ce0004
T = 1771.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400064 | IR = 21ce0004
T = 1780.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400064 | IR = 21ce0004
T = 1790.0 ps | State = FETCH  | Next State = DECODE | PC = 00400064 | IR = 21ce0004
T = 1800.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400068 | IR = 21adffff
T = 1811.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400068 | IR = 21adffff
T = 1820.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400068 | IR = 21adffff
T = 1830.0 ps | State = FETCH  | Next State = DECODE | PC = 00400068 | IR = 21adffff
T = 1840.0 ps | State = DECODE | Next State = R-Type | PC = 0040006c | IR = 15a0fffa
T = 1851.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0040006c | IR = 15a0fffa
T = 1860.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0040006c | IR = 15a0fffa
T = 1870.0 ps | State = FETCH  | Next State = DECODE | PC = 00400054 | IR = 15a0fffa
T = 1880.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400058 | IR = 8df10000
T = 1890.0 ps | State = LW_1   | Next State = LW_2   | PC = 00400058 | IR = 8df10000
T = 1900.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00400058 | IR = 8df10000
T = 1910.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00400058 | IR = 8df10000
T = 1920.0 ps | State = FETCH  | Next State = DECODE | PC = 00400058 | IR = 8df10000
T = 1930.0 ps | State = DECODE | Next State =I/J-Type| PC = 0040005c | IR = add10000
T = 1940.0 ps | State = SW     | Next State = WB_mem | PC = 0040005c | IR = add10000
T = 1950.0 ps | State = WB_mem | Next State = FETCH  | PC = 0040005c | IR = add10000
T = 1960.0 ps | State = FETCH  | Next State = DECODE | PC = 0040005c | IR = add10000
T = 1970.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400060 | IR = 21ef0004
T = 1981.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400060 | IR = 21ef0004
T = 1990.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400060 | IR = 21ef0004
T = 2000.0 ps | State = FETCH  | Next State = DECODE | PC = 00400060 | IR = 21ef0004
T = 2010.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400064 | IR = 21ce0004
T = 2021.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400064 | IR = 21ce0004
T = 2030.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400064 | IR = 21ce0004
T = 2040.0 ps | State = FETCH  | Next State = DECODE | PC = 00400064 | IR = 21ce0004
T = 2050.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400068 | IR = 21adffff
T = 2061.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400068 | IR = 21adffff
T = 2070.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400068 | IR = 21adffff
T = 2080.0 ps | State = FETCH  | Next State = DECODE | PC = 00400068 | IR = 21adffff
T = 2090.0 ps | State = DECODE | Next State = R-Type | PC = 0040006c | IR = 15a0fffa
T = 2101.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0040006c | IR = 15a0fffa
T = 2110.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0040006c | IR = 15a0fffa
T = 2120.0 ps | State = FETCH  | Next State = DECODE | PC = 00400054 | IR = 15a0fffa
T = 2130.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400058 | IR = 8df10000
T = 2140.0 ps | State = LW_1   | Next State = LW_2   | PC = 00400058 | IR = 8df10000
T = 2150.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00400058 | IR = 8df10000
T = 2160.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00400058 | IR = 8df10000
T = 2170.0 ps | State = FETCH  | Next State = DECODE | PC = 00400058 | IR = 8df10000
T = 2180.0 ps | State = DECODE | Next State =I/J-Type| PC = 0040005c | IR = add10000
T = 2190.0 ps | State = SW     | Next State = WB_mem | PC = 0040005c | IR = add10000
T = 2200.0 ps | State = WB_mem | Next State = FETCH  | PC = 0040005c | IR = add10000
T = 2210.0 ps | State = FETCH  | Next State = DECODE | PC = 0040005c | IR = add10000
T = 2220.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400060 | IR = 21ef0004
T = 2231.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400060 | IR = 21ef0004
T = 2240.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400060 | IR = 21ef0004
T = 2250.0 ps | State = FETCH  | Next State = DECODE | PC = 00400060 | IR = 21ef0004
T = 2260.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400064 | IR = 21ce0004
T = 2271.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400064 | IR = 21ce0004
T = 2280.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400064 | IR = 21ce0004
T = 2290.0 ps | State = FETCH  | Next State = DECODE | PC = 00400064 | IR = 21ce0004
T = 2300.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400068 | IR = 21adffff
T = 2311.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400068 | IR = 21adffff
T = 2320.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400068 | IR = 21adffff
T = 2330.0 ps | State = FETCH  | Next State = DECODE | PC = 00400068 | IR = 21adffff
T = 2340.0 ps | State = DECODE | Next State = R-Type | PC = 0040006c | IR = 15a0fffa
T = 2351.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0040006c | IR = 15a0fffa
T = 2360.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0040006c | IR = 15a0fffa
T = 2370.0 ps | State = FETCH  | Next State = DECODE | PC = 00400054 | IR = 15a0fffa
T = 2380.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400058 | IR = 8df10000
T = 2390.0 ps | State = LW_1   | Next State = LW_2   | PC = 00400058 | IR = 8df10000
T = 2400.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00400058 | IR = 8df10000
T = 2410.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00400058 | IR = 8df10000
T = 2420.0 ps | State = FETCH  | Next State = DECODE | PC = 00400058 | IR = 8df10000
T = 2430.0 ps | State = DECODE | Next State =I/J-Type| PC = 0040005c | IR = add10000
T = 2440.0 ps | State = SW     | Next State = WB_mem | PC = 0040005c | IR = add10000
T = 2450.0 ps | State = WB_mem | Next State = FETCH  | PC = 0040005c | IR = add10000
T = 2460.0 ps | State = FETCH  | Next State = DECODE | PC = 0040005c | IR = add10000
T = 2470.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400060 | IR = 21ef0004
T = 2481.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400060 | IR = 21ef0004
T = 2490.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400060 | IR = 21ef0004
T = 2500.0 ps | State = FETCH  | Next State = DECODE | PC = 00400060 | IR = 21ef0004
T = 2510.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400064 | IR = 21ce0004
T = 2521.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400064 | IR = 21ce0004
T = 2530.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400064 | IR = 21ce0004
T = 2540.0 ps | State = FETCH  | Next State = DECODE | PC = 00400064 | IR = 21ce0004
T = 2550.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400068 | IR = 21adffff
T = 2561.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400068 | IR = 21adffff
T = 2570.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400068 | IR = 21adffff
T = 2580.0 ps | State = FETCH  | Next State = DECODE | PC = 00400068 | IR = 21adffff
T = 2590.0 ps | State = DECODE | Next State = R-Type | PC = 0040006c | IR = 15a0fffa
T = 2601.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0040006c | IR = 15a0fffa
T = 2610.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0040006c | IR = 15a0fffa
T = 2620.0 ps | State = FETCH  | Next State = DECODE | PC = 00400054 | IR = 15a0fffa
T = 2630.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400058 | IR = 8df10000
T = 2640.0 ps | State = LW_1   | Next State = LW_2   | PC = 00400058 | IR = 8df10000
T = 2650.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00400058 | IR = 8df10000
T = 2660.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00400058 | IR = 8df10000
T = 2670.0 ps | State = FETCH  | Next State = DECODE | PC = 00400058 | IR = 8df10000
T = 2680.0 ps | State = DECODE | Next State =I/J-Type| PC = 0040005c | IR = add10000
T = 2690.0 ps | State = SW     | Next State = WB_mem | PC = 0040005c | IR = add10000
T = 2700.0 ps | State = WB_mem | Next State = FETCH  | PC = 0040005c | IR = add10000
T = 2710.0 ps | State = FETCH  | Next State = DECODE | PC = 0040005c | IR = add10000
T = 2720.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400060 | IR = 21ef0004
T = 2731.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400060 | IR = 21ef0004
T = 2740.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400060 | IR = 21ef0004
T = 2750.0 ps | State = FETCH  | Next State = DECODE | PC = 00400060 | IR = 21ef0004
T = 2760.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400064 | IR = 21ce0004
T = 2771.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400064 | IR = 21ce0004
T = 2780.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400064 | IR = 21ce0004
T = 2790.0 ps | State = FETCH  | Next State = DECODE | PC = 00400064 | IR = 21ce0004
T = 2800.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400068 | IR = 21adffff
T = 2811.0 ps | State = ADDI   | Next State = WB_imm | PC = 00400068 | IR = 21adffff
T = 2820.0 ps | State = WB_imm | Next State = FETCH  | PC = 00400068 | IR = 21adffff
T = 2830.0 ps | State = FETCH  | Next State = DECODE | PC = 00400068 | IR = 21adffff
T = 2840.0 ps | State = DECODE | Next State = R-Type | PC = 0040006c | IR = 15a0fffa
T = 2851.0 ps | State = BNE_1  | Next State = BNE_2  | PC = 0040006c | IR = 15a0fffa
T = 2860.0 ps | State = BNE_2  | Next State = FETCH  | PC = 0040006c | IR = 15a0fffa
T = 2870.0 ps | State = FETCH  | Next State = DECODE | PC = 00400054 | IR = 15a0fffa
T = 2880.0 ps | State = DECODE | Next State =I/J-Type| PC = 00400058 | IR = 8df10000
T = 2890.0 ps | State = LW_1   | Next State = LW_2   | PC = 00400058 | IR = 8df10000
T = 2900.0 ps | State = LW_2   | Next State = WB_lw   | PC = 00400058 | IR = 8df10000
T = 2910.0 ps | State = WB_lw  | Next State = FETCH  | PC = 00400058 | IR = 8df10000
T = 2920.0 ps | State = FETCH  | Next State = DECODE | PC = 00400058 | IR = 8df10000
T = 2930.0 ps | State = DECODE | Next State =I/J-Type| PC = 0040005c | IR = add10000
T = 2940.0 ps | State = SW     | Next State = WB_mem | PC = 0040005c | IR = add10000
T = 2950.0 ps | State = WB_mem | Next State = FETCH  | PC = 0040005c | IR = add10000
T = 2960.0 ps | State = FETCH  | Next State = DECODE | PC = 0040005c | IR = add10000
